iter	RMSE
154	8.677077214
155	8.658768245
156	8.639141298
157	8.620776082
158	8.596680344
159	8.5652546
160	8.536184269
161	8.517884767
162	8.510006612
163	8.485667405
164	8.441206387
165	8.41149889
166	8.393158319
167	8.364825505
168	8.332834017
169	8.306149907
170	8.282330782
171	8.265544742
172	8.246187826
173	8.228440786
174	8.199466425
175	8.186431571
176	8.152172332
177	8.141919192
178	8.12028034
179	8.0985922
180	8.078957365
181	8.05443064
182	8.040089379
183	8.012891087
184	7.997742656
185	7.980133874
186	7.960304115
187	7.942250029
188	7.926464457
189	7.893797338
190	7.857382432
191	7.840100534
192	7.824114851
193	7.801624128
194	7.773438292
195	7.753698994
196	7.728076001
197	7.712617427
198	7.686302257
199	7.66743827
200	7.643496728
201	7.624977522
202	7.596164016
203	7.580267976
204	7.557268002
205	7.537165172
206	7.51443224
207	7.502255216
208	7.47755808
209	7.448568585
210	7.432968046
211	7.416524728
212	7.389108942
213	7.350859387
214	7.329058811
215	7.298037466
216	7.28080435
217	7.249037897
218	7.228724932
219	7.212254277
220	7.202881716
221	7.177910038
222	7.15242032
223	7.120347958
224	7.109811823
225	7.094185336
226	7.083037303
227	7.049326964
228	7.037083501
229	7.012830496
230	7.002317832
231	6.979815903
232	6.961539516
233	6.951103503
234	6.922917825
235	6.911758061
236	6.880500963
237	6.869509498
238	6.860858238
239	6.838925398
240	6.82546541
241	6.799537674
242	6.779495235
243	6.754299006
244	6.734865995
245	6.724059445
246	6.6964946
247	6.688152864
248	6.669880455
249	6.651564193
250	6.637640011
251	6.627954633
252	6.619160943
253	6.611822245
254	6.575019071
255	6.559138379
256	6.556124395
257	6.55260547
258	6.541323195
259	6.497117095
260	6.485789773
261	6.468076748
262	6.449718896
263	6.426265077
264	6.418647507
265	6.402996036
266	6.395544956
267	6.385292575
268	6.360122809
269	6.356815725
270	6.349110171
271	6.340625132
272	6.333478499
273	6.323765474
274	6.307485925
275	6.300981079
276	6.259669157
277	6.256363876
278	6.24871748
279	6.241197284
280	6.210940934
281	6.199490914
282	6.181214635
283	6.172775396
284	6.170256619
285	6.15124377
286	6.130921255
287	6.097635831
288	6.094103889
289	6.091153444
290	6.085455945
291	6.082202808
292	6.044429789
293	6.023641557
294	6.016893086
295	6.008602425
296	5.974842671
297	5.957661066
298	5.926730961
299	5.898894271
300	5.887778099
301	5.86650019
302	5.863340557
303	5.838062101
304	5.80877545
305	5.793758717
306	5.786101846
307	5.778132375
308	5.775288752
309	5.748644808
310	5.743726268
311	5.737056505
312	5.721868694
313	5.689900146
314	5.66132257
315	5.659375907
316	5.630806839
317	5.612934126
318	5.606788868
319	5.588008487
320	5.576205239
321	5.571224285
322	5.562334787
323	5.555194606
324	5.553258793
325	5.521151387
326	5.495161074
327	5.489730214
328	5.487475313
329	5.485607101
330	5.469611625
331	5.464926303
332	5.457476213
333	5.42995562
334	5.402396123
335	5.386660744
336	5.383846966
337	5.364232451
338	5.359569824
339	5.354317822
340	5.349440884
341	5.347526762
342	5.316352694
343	5.277452559
344	5.275713972
345	5.274099467
346	5.258454594
347	5.240463002
348	5.237511636
349	5.231689963
350	5.20951975
351	5.188457723
352	5.170549227
353	5.167426927
354	5.164845077
355	5.138547956
356	5.135712257
357	5.121499575
358	5.116093587
359	5.089647988
360	5.067491396
361	5.050681217
362	5.049036098
363	5.021692341
364	5.012320801
365	5.010591287
366	4.982737157
367	4.981081317
368	4.979901571
369	4.978422591
370	4.976269284
371	4.97387738
372	4.956785976
373	4.949610074
374	4.930191932
375	4.910235049
376	4.892998265
377	4.888574384
378	4.886924834
379	4.865019475
380	4.8525106
381	4.834856617
382	4.808745683
383	4.799191457
384	4.790716824
385	4.776810615
386	4.763341716
387	4.756254031
388	4.735886725
389	4.715381918
390	4.687899283
391	4.679603378
392	4.665399034
393	4.651202399
394	4.627880557
395	4.617678548
396	4.606375625
397	4.592961635
398	4.58854249
399	4.586721052
400	4.585276882
401	4.557579431
402	4.540203329
403	4.536256072
404	4.530664468
405	4.526926457
406	4.509714517
407	4.504793221
408	4.48181335
409	4.479872735
410	4.462915997
411	4.461560858
412	4.441776698
413	4.440415896
414	4.419576939
415	4.415781681
416	4.404914489
417	4.40378366
418	4.398717152
419	4.37650582
420	4.370210806
421	4.346205012
422	4.342660667
423	4.323968117
424	4.314352795
425	4.29255605
426	4.265459233
427	4.245138867
428	4.244096162
429	4.242447625
430	4.222670097
431	4.200160322
432	4.195245274
433	4.171920382
434	4.155732245
435	4.154559884
436	4.150515049
437	4.141794569
438	4.138585149
439	4.13736835
440	4.132581328
441	4.126655706
442	4.122682943
443	4.110855583
444	4.09600731
445	4.092170776
446	4.091172837
447	4.076653655
448	4.075301337
449	4.053115466
450	4.038475509
451	4.028157536
452	4.013835446
453	4.012668265
454	3.994820212
455	3.973462305
456	3.965879252
457	3.962475993
458	3.958558117
459	3.939545323
460	3.935088836
461	3.91642138
462	3.912850631
463	3.903088742
464	3.898829497
465	3.878832479
466	3.874910545
467	3.859839265
468	3.858585698
469	3.855484683
470	3.844833753
471	3.831082762
472	3.817697477
473	3.813248886
474	3.79233711
475	3.776229762
476	3.760574565
477	3.748097051
478	3.74348124
479	3.728359922
480	3.717998559
481	3.709816139
482	3.689992637
483	3.689080444
484	3.678510846
485	3.657881431
486	3.637583099
487	3.622518636
488	3.621249552
489	3.611135098
490	3.610397384
491	3.595458323
492	3.584950338
493	3.569273492
494	3.558356463
495	3.540999748
496	3.53595123
497	3.517178159
498	3.507681654
499	3.489889672
500	3.486965748
501	3.4842137
502	3.481310443
503	3.471406765
504	3.465428641
505	3.449786857
506	3.444548712
507	3.427098635
508	3.411050997
509	3.400422987
510	3.391848469
511	3.376768721
512	3.365655616
513	3.353256801
514	3.34910205
515	3.348326042
516	3.339484046
517	3.335577488
518	3.325990228
519	3.310992745
520	3.301262271
521	3.297134529
522	3.283090378
523	3.275293998
524	3.272524823
525	3.271734167
526	3.268160134
527	3.259540546
528	3.242877611
529	3.227171353
530	3.223496402
531	3.20822685
532	3.200840112
533	3.185951014
534	3.168824607
535	3.165661951
536	3.162306916
537	3.157033585
538	3.146250461
539	3.145422154
540	3.131664157
541	3.113757052
542	3.102108569
543	3.095733043
544	3.092518549
545	3.08463513
546	3.079426381
547	3.073081168
548	3.070748609
549	3.068193615
550	3.057041495
551	3.052908439
552	3.036753215
553	3.024348018
554	3.022227062
555	3.018694298
556	3.01508019
557	3.012482768
558	3.011769218
559	3.009035554
560	3.007355575
561	3.006499411
562	3.002144005
563	2.987071131
564	2.972850528
565	2.970657264
566	2.962908565
567	2.960562161
568	2.948597297
569	2.944896464
570	2.943966305
571	2.927789822
572	2.92571268
573	2.916119915
574	2.909978388
575	2.901401531
576	2.893305794
577	2.892121759
578	2.883348244
579	2.871456098
580	2.860659625
581	2.853812812
582	2.850239443
583	2.834825599
584	2.83208455
585	2.831502751
586	2.818182302
587	2.816882336
588	2.809865622
589	2.806113267
590	2.803482546
591	2.789261926
592	2.787916868
593	2.7872815
594	2.783742437
595	2.782399711
596	2.779273182
597	2.765187775
598	2.751441877
599	2.743716198
600	2.731481649
601	2.722110876
602	2.719802141
603	2.715800564
604	2.704632744
605	2.694441757
606	2.691770786
607	2.681371982
608	2.675318972
609	2.664727454
610	2.657125695
611	2.644602689
612	2.633650246
613	2.62307182
614	2.620196569
615	2.612726556
616	2.600774265
617	2.5909998
618	2.588716387
619	2.576730564
620	2.569539526
621	2.555206355
622	2.547549674
623	2.545183164
624	2.534565809
625	2.528643549
626	2.523103884
627	2.520063719
628	2.513136304
629	2.502833546
630	2.502150493
631	2.489703519
632	2.48121467
633	2.477035161
634	2.474776537
635	2.467437978
636	2.459480546
637	2.455874635
638	2.455161712
639	2.448374361
640	2.439028392
641	2.436175768
642	2.435146727
643	2.432614964
644	2.432019401
645	2.428960225
646	2.428185064
647	2.417375807
648	2.406441778
649	2.399254539
650	2.389980655
651	2.381106073
652	2.378798153
653	2.371940667
654	2.369914976
655	2.367339901
656	2.356636152
657	2.353596515
658	2.351426468
659	2.349524049
660	2.346114685
661	2.345299404
662	2.338769764
663	2.328492322
664	2.320381267
665	2.309943536
666	2.301780457
667	2.299346745
668	2.290090099
669	2.289464712
670	2.283679544
671	2.280129341
672	2.271303185
673	2.264255233
674	2.260084997
675	2.258334221
676	2.249398735
677	2.243717089
678	2.241045448
679	2.238612745
680	2.23807036
681	2.230490098
682	2.219753401
683	2.210746423
684	2.2079638
685	2.197622656
686	2.187888118
687	2.186164689
688	2.181724265
689	2.176406025
690	2.174301296
691	2.171702948
692	2.16911999
693	2.167993496
694	2.162387863
695	2.159415565
696	2.158696136
697	2.156573283
698	2.155462841
699	2.14316563
700	2.141411611
701	2.134126684
702	2.125866647
703	2.121284235
704	2.11425587
705	2.103549664
706	2.102096556
707	2.093532695
708	2.084594045
709	2.083716154
710	2.077474479
711	2.077060228
712	2.066500659
713	2.063275806
714	2.06241278
715	2.057061059
716	2.055395111
717	2.054620914
718	2.046340877
719	2.040825975
720	2.034339929
721	2.032979524
722	2.025264803
723	2.016341533
724	2.01431881
725	2.013132349
726	2.004752097
727	1.995143168
728	1.990496559
729	1.987926655
730	1.987309944
731	1.980487281
732	1.97926874
733	1.971992975
734	1.969186478
735	1.962291972
736	1.960973632
737	1.94884677
738	1.947133964
739	1.937799729
740	1.929766028
741	1.926418268
742	1.916925438
743	1.907191202
744	1.900925192
745	1.894148545
746	1.886614869
747	1.882547128
748	1.875415862
749	1.873884978
750	1.865567389
751	1.863279621
752	1.853957289
753	1.848684706
754	1.847195882
755	1.845506279
756	1.842994022
757	1.841099167
758	1.830663833
759	1.829931017
760	1.829398872
761	1.822814132
762	1.813800295
763	1.806510264
764	1.797244385
765	1.791901594
766	1.787077647
767	1.78524053
768	1.781154826
769	1.777468293
770	1.776397978
771	1.76716522
772	1.762183654
773	1.756839712
774	1.750448866
775	1.74984962
776	1.747810357
777	1.741575326
778	1.738428605
779	1.733889613
780	1.728747526
781	1.723957343
782	1.723561588
783	1.714931386
784	1.713325949
785	1.711737117
786	1.70750241
787	1.704831383
788	1.697133463
789	1.696725626
790	1.689528935
791	1.688506427
792	1.686682806
793	1.678070274
794	1.67507215
795	1.670163994
796	1.668381633
797	1.663139647
798	1.659558567
799	1.658986196
800	1.65675212
801	1.650063681
802	1.644129948
803	1.637812172
804	1.632093832
805	1.628380547
806	1.622233054
807	1.61830607
808	1.614943453
809	1.610068386
810	1.605508661
811	1.600537711
812	1.598039311
813	1.591828798
814	1.584317105
815	1.577076043
816	1.571710717
817	1.570785772
818	1.569200249
819	1.561421475
820	1.560438504
821	1.555283018
822	1.551599318
823	1.546272524
824	1.542904118
825	1.540785922
826	1.536852274
827	1.533632014
828	1.532636886
829	1.528141367
830	1.52079143
831	1.517099948
832	1.508762582
833	1.502939355
834	1.494117857
835	1.492630673
836	1.48691763
837	1.485310399
838	1.480097977
839	1.475638944
840	1.467909724
841	1.467213951
842	1.459841777
843	1.458421095
844	1.452340477
845	1.450702297
846	1.44883602
847	1.447018677
848	1.444066267
849	1.438006655
850	1.437014399
851	1.433325748
852	1.431715657
853	1.425028828
854	1.41814815
855	1.412789326
856	1.409685483
857	1.408821017
858	1.4057371
859	1.39915849
860	1.397655065
861	1.395980193
862	1.39490648
863	1.388775039
864	1.387190747
865	1.38282804
865	1.254909441
866	1.253533251
867	1.252499399
868	1.24805739
869	1.247186404
870	1.242739518
871	1.239424442
872	1.238233535
873	1.235406726
874	1.230886944
875	1.223809355
876	1.223106201
877	1.22152429
878	1.220407101
87880	1.328689912
881	1.323358891
882	1.320984677
883	1.318179529
884	1.314700313
885	1.311515936
886	1.308449632
887	1.303555743
888	1.297648364
889	1.295679349
890	1.295178908
891	1.290618122
892	1.289296141
893	1.285910861
894	1.282487957
895	1.276884705
896	1.273042033
897	1.269784981
898	1.267674043
899	1.266953407
900	1.265631698
901	1.264586842
902	1.2633902	1.157545625
903	1.152758244
904	1.151019325
905	1.147974564
906	1.143122593
907	1.140114402
908	909	1.252276865
910	1.248451432
911	1.24293303
912	1.2368528
913	1.235579363
914	1.23473737
915	1.230577069
916	1.225329681
917	1.221157123
918	1.217958729
919	1.212397618
920	1.211047141
921	1.209025895
922	1.207853053
923	1.205291572
924	1.204015482
925	1.202361417
926	1.196996541
927	1.196394763
928	1.194584964
929	1.193991901
930	1.187797165
931	1.184047828
932	1.178804296
933	1.174171783
934	1.172036412
935	1.170779993
936	1.165967525
937	1.165045132
938	1.159936948
939	1.158850719
940	1.154656155
941	1.150360995
942	1.143029091
943	1.139013013
944	1.13831944	1945	1.13563945	1.049273324
946	1.04864112
947	1.047914885
948	1.045643379
949	1.042321626
950	1.037988834
951	1.033830898
952	1.031579466
953	1.029114823
954	1.025559178
955	1.020775165
956	1.018407575
957	1.014448296
958	1.009635304
959	1.005136933
960	1.001697465
961	0.99732237
962	0.9930633177
963	0.9893588323
964	0.9868713372
965	0.9849462308
966	0.9840050593
967	0.9828663126
968	0.9797636783
969	0.97613704971	1.057157006
972	971	0.970512973	1.053492935
974	1.052494443
975	1.05179497
976	1.048975	0.9597217075
976	0.9579671917
977	0.9555834267
978	0.9548259655
979	0.9544485228
980	0.9499924723
981	0.9464772256
982	0.942146553
983	0.9399203623
984	0.9374116495
985	0.9345245611
986	0.9328733565
987	0.9313151533
988	0.9307141223
989	0.9282157024
990	0.9275132501
991	0.9264718127
992	0.9239519149
993	0.9201459753
994	0.9159031752
995	0.9139514618
996	0.9133829382
997	0.910854945
998	0.9075249303
999	0.906854194
